id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,status_url,entities_str
837810573106524161,CODAPdatasci,Smelling Like Data Science by @eeps https://t.co/LwgrFR4rqk #datascience #dsetonline,Fri Mar 03 23:43:01 +0000 2017,03/03/2017 23:43:01,,en,,,2883298240,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/534843024778346496/Z0FoQzAA_normal.jpeg,120,22,http://twitter.com/CODAPdatasci/statuses/837810573106524161,"{""hashtags"":[{""text"":""datascience"",""indices"":[60,72]},{""text"":""dsetonline"",""indices"":[73,84]}],""symbols"":[],""user_mentions"":[{""screen_name"":""eeps"",""name"":""Tim Erickson"",""id"":18252948,""id_str"":""18252948"",""indices"":[30,35]}],""urls"":[{""url"":""https://t.co/LwgrFR4rqk"",""expanded_url"":""https://bestcase.wordpress.com/2017/02/21/smelling-like-data-science/"",""display_url"":""bestcase.wordpress.com/2017/02/21/sme…"",""indices"":[36,59]}]}"
837810573106524161,CODAPdatasci,Smelling Like Data Science by @eeps https://t.co/LwgrFR4rqk #datascience #dsetonline,Fri Mar 03 23:43:01 +0000 2017,03/03/2017 23:43:01,,en,,,2883298240,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/534843024778346496/Z0FoQzAA_normal.jpeg,120,22,http://twitter.com/CODAPdatasci/statuses/837810573106524161,"{""hashtags"":[{""text"":""datascience"",""indices"":[60,72]},{""text"":""dsetonline"",""indices"":[73,84]}],""symbols"":[],""user_mentions"":[{""screen_name"":""eeps"",""name"":""Tim Erickson"",""id"":18252948,""id_str"":""18252948"",""indices"":[30,35]}],""urls"":[{""url"":""https://t.co/LwgrFR4rqk"",""expanded_url"":""https://bestcase.wordpress.com/2017/02/21/smelling-like-data-science/"",""display_url"":""bestcase.wordpress.com/2017/02/21/sme…"",""indices"":[36,59]}]}"
837673693241348097,alevergara78,RT @oceansofdata: Webinar TODAY at 1pm: Join a conversation about #DataScience Education Technology. #dsetonline https://t.co/rDV1MsI8Hc,Fri Mar 03 14:39:06 +0000 2017,03/03/2017 14:39:06,,en,,,104520454,,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>",http://pbs.twimg.com/profile_images/477167045772312577/3q1ssMVN_normal.jpeg,3559,702,http://twitter.com/alevergara78/statuses/837673693241348097,"{""hashtags"":[{""text"":""DataScience"",""indices"":[66,78]},{""text"":""dsetonline"",""indices"":[101,112]}],""symbols"":[],""user_mentions"":[{""screen_name"":""oceansofdata"",""name"":""Oceans of Data"",""id"":2249132413,""id_str"":""2249132413"",""indices"":[3,16]}],""urls"":[{""url"":""https://t.co/rDV1MsI8Hc"",""expanded_url"":""http://fb.me/2TMFLzzp1"",""display_url"":""fb.me/2TMFLzzp1"",""indices"":[113,136]}]}"
837673556725141504,oceansofdata,Webinar TODAY at 1pm: Join a conversation about #DataScience Education Technology. #dsetonline https://t.co/rDV1MsI8Hc,Fri Mar 03 14:38:33 +0000 2017,03/03/2017 14:38:33,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,422,299,http://twitter.com/oceansofdata/statuses/837673556725141504,"{""hashtags"":[{""text"":""DataScience"",""indices"":[48,60]},{""text"":""dsetonline"",""indices"":[83,94]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/rDV1MsI8Hc"",""expanded_url"":""http://fb.me/2TMFLzzp1"",""display_url"":""fb.me/2TMFLzzp1"",""indices"":[95,118]}]}"
837673211923992577,CADREK12,TODAY at 1pm: Join us for a webinar on #DataScience Education Technology #dsetonline. https://t.co/mrGusVAJtE,Fri Mar 03 14:37:11 +0000 2017,03/03/2017 14:37:11,,en,,,227699941,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2304,2024,http://twitter.com/CADREK12/statuses/837673211923992577,"{""hashtags"":[{""text"":""DataScience"",""indices"":[39,51]},{""text"":""dsetonline"",""indices"":[73,84]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/mrGusVAJtE"",""expanded_url"":""http://fb.me/1bSSdPbuR"",""display_url"":""fb.me/1bSSdPbuR"",""indices"":[86,109]}]}"
837673211923992577,CADREK12,TODAY at 1pm: Join us for a webinar on #DataScience Education Technology #dsetonline. https://t.co/mrGusVAJtE,Fri Mar 03 14:37:11 +0000 2017,03/03/2017 14:37:11,,en,,,227699941,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2304,2024,http://twitter.com/CADREK12/statuses/837673211923992577,"{""hashtags"":[{""text"":""DataScience"",""indices"":[39,51]},{""text"":""dsetonline"",""indices"":[73,84]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/mrGusVAJtE"",""expanded_url"":""http://fb.me/1bSSdPbuR"",""display_url"":""fb.me/1bSSdPbuR"",""indices"":[86,109]}]}"
837402848446971904,CODAPdatasci,New blog post about #dsetonline https://t.co/QWB5xGVR4F,Thu Mar 02 20:42:51 +0000 2017,02/03/2017 20:42:51,,en,,,2883298240,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/534843024778346496/Z0FoQzAA_normal.jpeg,119,22,http://twitter.com/CODAPdatasci/statuses/837402848446971904,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[20,31]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/QWB5xGVR4F"",""expanded_url"":""https://twitter.com/ConcordDotOrg/status/837401074357178368"",""display_url"":""twitter.com/ConcordDotOrg/…"",""indices"":[32,55]}]}"
837292179609497600,lizschultheis,RT @Data_Nuggets: Data Science vs Data Literacy: https://t.co/DXHKtNkY2D #DSETonline #datascience #dataliteracy,Thu Mar 02 13:23:06 +0000 2017,02/03/2017 13:23:06,,en,,,2245049376,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/646416489126457344/3Iiwru6Z_normal.jpg,95,179,http://twitter.com/lizschultheis/statuses/837292179609497600,"{""hashtags"":[{""text"":""DSETonline"",""indices"":[73,84]},{""text"":""datascience"",""indices"":[85,97]},{""text"":""dataliteracy"",""indices"":[98,111]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Data_Nuggets"",""name"":""Data Nuggets"",""id"":2803944613,""id_str"":""2803944613"",""indices"":[3,16]}],""urls"":[{""url"":""https://t.co/DXHKtNkY2D"",""expanded_url"":""http://eepurl.com/cyfTUP"",""display_url"":""eepurl.com/cyfTUP"",""indices"":[49,72]}]}"
837291347623182336,Data_Nuggets,Data Science vs Data Literacy: https://t.co/DXHKtNkY2D #DSETonline #datascience #dataliteracy,Thu Mar 02 13:19:48 +0000 2017,02/03/2017 13:19:48,,en,,,2803944613,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/553311933277814785/HHJlorbr_normal.png,202,190,http://twitter.com/Data_Nuggets/statuses/837291347623182336,"{""hashtags"":[{""text"":""DSETonline"",""indices"":[55,66]},{""text"":""datascience"",""indices"":[67,79]},{""text"":""dataliteracy"",""indices"":[80,93]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/DXHKtNkY2D"",""expanded_url"":""http://eepurl.com/cyfTUP"",""display_url"":""eepurl.com/cyfTUP"",""indices"":[31,54]}]}"
834784686505332736,gmbowen,RT @oceansofdata: Our latest newsletter discusses the distinction between data science and data literacy! #dsetonline... https://t.co/qJLoY…,Thu Feb 23 15:19:13 +0000 2017,23/02/2017 15:19:13,,en,,,39201853,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/212218364/ME2_normal.GIF,191,534,http://twitter.com/gmbowen/statuses/834784686505332736,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[106,117]}],""symbols"":[],""user_mentions"":[{""screen_name"":""oceansofdata"",""name"":""Oceans of Data"",""id"":2249132413,""id_str"":""2249132413"",""indices"":[3,16]}],""urls"":[]}"
834783686751043584,oceansofdata,Our latest newsletter discusses the distinction between data science and data literacy! #dsetonline... https://t.co/qJLoYXqLPE,Thu Feb 23 15:15:15 +0000 2017,23/02/2017 15:15:15,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,422,299,http://twitter.com/oceansofdata/statuses/834783686751043584,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[88,99]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/qJLoYXqLPE"",""expanded_url"":""http://fb.me/SPmlNMVH"",""display_url"":""fb.me/SPmlNMVH"",""indices"":[103,126]}]}"
834783686751043584,oceansofdata,Our latest newsletter discusses the distinction between data science and data literacy! #dsetonline... https://t.co/qJLoYXqLPE,Thu Feb 23 15:15:15 +0000 2017,23/02/2017 15:15:15,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,422,299,http://twitter.com/oceansofdata/statuses/834783686751043584,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[88,99]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/qJLoYXqLPE"",""expanded_url"":""http://fb.me/SPmlNMVH"",""display_url"":""fb.me/SPmlNMVH"",""indices"":[103,126]}]}"
834461478992375808,oceansofdata,Blog from the #dsetonline conference: Smelling like #DataScience https://t.co/aelpFTL9SK,Wed Feb 22 17:54:54 +0000 2017,22/02/2017 17:54:54,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,424,299,http://twitter.com/oceansofdata/statuses/834461478992375808,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[14,25]},{""text"":""DataScience"",""indices"":[52,64]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/aelpFTL9SK"",""expanded_url"":""http://fb.me/OKwDBxzH"",""display_url"":""fb.me/OKwDBxzH"",""indices"":[65,88]}]}"
834423422834864128,hrabiaKent,RT @CADREK12: Join us March 3rd at 1pm ET for a #DataScience Education Technology Webinar! #dsetonline #edchat Register today: https://t.co…,Wed Feb 22 15:23:41 +0000 2017,22/02/2017 15:23:41,,en,,,826406533911158784,,"<a href=""https://github.com/mathias3/twitterBot"" rel=""nofollow"">hrabiaKent1</a>",http://pbs.twimg.com/profile_images/826914839247335428/arswmbry_normal.jpg,252,54,http://twitter.com/hrabiaKent/statuses/834423422834864128,"{""hashtags"":[{""text"":""DataScience"",""indices"":[48,60]},{""text"":""dsetonline"",""indices"":[91,102]},{""text"":""edchat"",""indices"":[103,110]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[3,12]}],""urls"":[]}"
834423309865463808,informalscience,RT @CADREK12: Join us March 3rd at 1pm ET for a #DataScience Education Technology Webinar! #dsetonline #edchat Register today: https://t.co…,Wed Feb 22 15:23:14 +0000 2017,22/02/2017 15:23:14,,en,,,55656003,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/486982060926451713/XycJ03Bh_normal.jpeg,3460,1418,http://twitter.com/informalscience/statuses/834423309865463808,"{""hashtags"":[{""text"":""DataScience"",""indices"":[48,60]},{""text"":""dsetonline"",""indices"":[91,102]},{""text"":""edchat"",""indices"":[103,110]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[3,12]}],""urls"":[]}"
834423309865463808,informalscience,RT @CADREK12: Join us March 3rd at 1pm ET for a #DataScience Education Technology Webinar! #dsetonline #edchat Register today: https://t.co…,Wed Feb 22 15:23:14 +0000 2017,22/02/2017 15:23:14,,en,,,55656003,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/486982060926451713/XycJ03Bh_normal.jpeg,3460,1418,http://twitter.com/informalscience/statuses/834423309865463808,"{""hashtags"":[{""text"":""DataScience"",""indices"":[48,60]},{""text"":""dsetonline"",""indices"":[91,102]},{""text"":""edchat"",""indices"":[103,110]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[3,12]}],""urls"":[]}"
834160281920106500,oceansofdata,Register to attend a webinar on #DataScience Education Technology on March 3rd at 1pm ET. #dsetonline https://t.co/IPItnjtTrQ,Tue Feb 21 21:58:03 +0000 2017,21/02/2017 21:58:03,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,424,299,http://twitter.com/oceansofdata/statuses/834160281920106500,"{""hashtags"":[{""text"":""DataScience"",""indices"":[32,44]},{""text"":""dsetonline"",""indices"":[90,101]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/IPItnjtTrQ"",""expanded_url"":""http://fb.me/1f08SyRvq"",""display_url"":""fb.me/1f08SyRvq"",""indices"":[102,125]}]}"
834159803744256000,CADREK12,Join us March 3rd at 1pm ET for a #DataScience Education Technology Webinar! #dsetonline #edchat Register today: https://t.co/ZdD3zRpb8h,Tue Feb 21 21:56:09 +0000 2017,21/02/2017 21:56:09,,en,,,227699941,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2294,2024,http://twitter.com/CADREK12/statuses/834159803744256000,"{""hashtags"":[{""text"":""DataScience"",""indices"":[34,46]},{""text"":""dsetonline"",""indices"":[77,88]},{""text"":""edchat"",""indices"":[89,96]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/ZdD3zRpb8h"",""expanded_url"":""http://fb.me/8DM0f41EY"",""display_url"":""fb.me/8DM0f41EY"",""indices"":[113,136]}]}"
834159803744256000,CADREK12,Join us March 3rd at 1pm ET for a #DataScience Education Technology Webinar! #dsetonline #edchat Register today: https://t.co/ZdD3zRpb8h,Tue Feb 21 21:56:09 +0000 2017,21/02/2017 21:56:09,,en,,,227699941,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2294,2024,http://twitter.com/CADREK12/statuses/834159803744256000,"{""hashtags"":[{""text"":""DataScience"",""indices"":[34,46]},{""text"":""dsetonline"",""indices"":[77,88]},{""text"":""edchat"",""indices"":[89,96]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/ZdD3zRpb8h"",""expanded_url"":""http://fb.me/8DM0f41EY"",""display_url"":""fb.me/8DM0f41EY"",""indices"":[113,136]}]}"
834139561643106304,oceansofdata,RT @mobilizingcs: Need data? Visit https://t.co/7fAhegyxjw for great data sets to use in science classrooms. #dsetonline @UCLAScienceProj,Tue Feb 21 20:35:43 +0000 2017,21/02/2017 20:35:43,,en,,,2249132413,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,422,299,http://twitter.com/oceansofdata/statuses/834139561643106304,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[109,120]}],""symbols"":[],""user_mentions"":[{""screen_name"":""mobilizingcs"",""name"":""Mobilize"",""id"":2439078738,""id_str"":""2439078738"",""indices"":[3,16]},{""screen_name"":""UCLAScienceProj"",""name"":""UCLA Science Project"",""id"":2309469024,""id_str"":""2309469024"",""indices"":[121,137]}],""urls"":[{""url"":""https://t.co/7fAhegyxjw"",""expanded_url"":""http://cedarcreek.umn.edu"",""display_url"":""cedarcreek.umn.edu"",""indices"":[35,58]}]}"
