id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,status_url,entities_str
839131931845537797,Data_Nuggets,"RT @oceansofdata: Miss the #DataScience Education Technology Webinar? @CADREK12 has posted slides, recording &amp; resources. #dsetonline https…",Tue Mar 07 15:13:37 +0000 2017,07/03/2017 15:13:37,,en,,,2803944613,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/553311933277814785/HHJlorbr_normal.png,206,191,http://twitter.com/Data_Nuggets/statuses/839131931845537797,"{""hashtags"":[{""text"":""DataScience"",""indices"":[27,39]},{""text"":""dsetonline"",""indices"":[126,137]}],""symbols"":[],""user_mentions"":[{""screen_name"":""oceansofdata"",""name"":""Oceans of Data"",""id"":2249132413,""id_str"":""2249132413"",""indices"":[3,16]},{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[70,79]}],""urls"":[]}"
838807899895971840,CADREK12,"RT @oceansofdata: Miss the #DataScience Education Technology Webinar? @CADREK12 has posted slides, recording &amp; resources. #dsetonline https…",Mon Mar 06 17:46:02 +0000 2017,06/03/2017 17:46:02,,en,,,227699941,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2309,2025,http://twitter.com/CADREK12/statuses/838807899895971840,"{""hashtags"":[{""text"":""DataScience"",""indices"":[27,39]},{""text"":""dsetonline"",""indices"":[126,137]}],""symbols"":[],""user_mentions"":[{""screen_name"":""oceansofdata"",""name"":""Oceans of Data"",""id"":2249132413,""id_str"":""2249132413"",""indices"":[3,16]},{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[70,79]}],""urls"":[]}"
838775094310756352,oceansofdata,"Miss the #DataScience Education Technology Webinar? @CADREK12 has posted slides, recording &amp; resources. #dsetonline https://t.co/60wrk6uwbE",Mon Mar 06 15:35:40 +0000 2017,06/03/2017 15:35:40,,en,,,2249132413,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/486896426811547648/yh0m-eCW_normal.png,422,300,http://twitter.com/oceansofdata/statuses/838775094310756352,"{""hashtags"":[{""text"":""DataScience"",""indices"":[9,21]},{""text"":""dsetonline"",""indices"":[108,119]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[52,61]}],""urls"":[{""url"":""https://t.co/60wrk6uwbE"",""expanded_url"":""http://fb.me/7zvxwmQm9"",""display_url"":""fb.me/7zvxwmQm9"",""indices"":[120,143]}]}"
838774656781934593,CADREK12,"Miss the #DataScience Education Technology Webinar? Slides, recording &amp; resources now online. #dsetonline https://t.co/rAA7IFSdnr",Mon Mar 06 15:33:56 +0000 2017,06/03/2017 15:33:56,,en,,,227699941,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2308,2024,http://twitter.com/CADREK12/statuses/838774656781934593,"{""hashtags"":[{""text"":""DataScience"",""indices"":[9,21]},{""text"":""dsetonline"",""indices"":[98,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/rAA7IFSdnr"",""expanded_url"":""http://fb.me/6J5RdIXSJ"",""display_url"":""fb.me/6J5RdIXSJ"",""indices"":[110,133]}]}"
838774656781934593,CADREK12,"Miss the #DataScience Education Technology Webinar? Slides, recording &amp; resources now online. #dsetonline https://t.co/rAA7IFSdnr",Mon Mar 06 15:33:56 +0000 2017,06/03/2017 15:33:56,,en,,,227699941,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2308,2024,http://twitter.com/CADREK12/statuses/838774656781934593,"{""hashtags"":[{""text"":""DataScience"",""indices"":[9,21]},{""text"":""dsetonline"",""indices"":[98,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/rAA7IFSdnr"",""expanded_url"":""http://fb.me/6J5RdIXSJ"",""display_url"":""fb.me/6J5RdIXSJ"",""indices"":[110,133]}]}"
837897639748321280,CADREK12,RT @natalyastclair: @CADREK12 It was such an honor to be part of the DSET webinar today. Thanks for hosting! #dsetonline @CODAPdatasci #dat…,Sat Mar 04 05:28:59 +0000 2017,04/03/2017 05:28:59,,en,,,227699941,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/707259187601006592/bt1JHuPI_normal.jpg,2308,2024,http://twitter.com/CADREK12/statuses/837897639748321280,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[109,120]}],""symbols"":[],""user_mentions"":[{""screen_name"":""natalyastclair"",""name"":""Natalya St. Clair"",""id"":2392075280,""id_str"":""2392075280"",""indices"":[3,18]},{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[20,29]},{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[121,134]}],""urls"":[]}"
837895872272703489,natalyastclair,@CADREK12 It was such an honor to be part of the DSET webinar today. Thanks for hosting! #dsetonline @CODAPdatasci #datascienceed,Sat Mar 04 05:21:57 +0000 2017,04/03/2017 05:21:57,,en,227699941,CADREK12,2392075280,837673211923992577,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/700819429165170688/ghpB2Fi__normal.jpg,252,281,http://twitter.com/natalyastclair/statuses/837895872272703489,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[89,100]},{""text"":""datascienceed"",""indices"":[115,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[0,9]},{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[101,114]}],""urls"":[]}"
837895872272703489,natalyastclair,@CADREK12 It was such an honor to be part of the DSET webinar today. Thanks for hosting! #dsetonline @CODAPdatasci #datascienceed,Sat Mar 04 05:21:57 +0000 2017,04/03/2017 05:21:57,,en,227699941,CADREK12,2392075280,837673211923992577,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/700819429165170688/ghpB2Fi__normal.jpg,252,281,http://twitter.com/natalyastclair/statuses/837895872272703489,"{""hashtags"":[{""text"":""dsetonline"",""indices"":[89,100]},{""text"":""datascienceed"",""indices"":[115,129]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CADREK12"",""name"":""The DR K-12 Network"",""id"":227699941,""id_str"":""227699941"",""indices"":[0,9]},{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[101,114]}],""urls"":[]}"
837894567571533824,natalyastclair,RT @CODAPdatasci: Smelling Like Data Science by @eeps https://t.co/LwgrFR4rqk #datascience #dsetonline,Sat Mar 04 05:16:46 +0000 2017,04/03/2017 05:16:46,,en,,,2392075280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/700819429165170688/ghpB2Fi__normal.jpg,252,281,http://twitter.com/natalyastclair/statuses/837894567571533824,"{""hashtags"":[{""text"":""datascience"",""indices"":[78,90]},{""text"":""dsetonline"",""indices"":[91,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[3,16]},{""screen_name"":""eeps"",""name"":""Tim Erickson"",""id"":18252948,""id_str"":""18252948"",""indices"":[48,53]}],""urls"":[{""url"":""https://t.co/LwgrFR4rqk"",""expanded_url"":""https://bestcase.wordpress.com/2017/02/21/smelling-like-data-science/"",""display_url"":""bestcase.wordpress.com/2017/02/21/sme…"",""indices"":[54,77]}]}"
837810869157363712,DataScienTweets,RT @CODAPdatasci: Smelling Like Data Science by @eeps https://t.co/LwgrFR4rqk #datascience #dsetonline,Fri Mar 03 23:44:11 +0000 2017,03/03/2017 23:44:11,,en,,,759606437538660352,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/828450068177027073/34ui10PO_normal.jpg,5686,5347,http://twitter.com/DataScienTweets/statuses/837810869157363712,"{""hashtags"":[{""text"":""datascience"",""indices"":[78,90]},{""text"":""dsetonline"",""indices"":[91,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[3,16]},{""screen_name"":""eeps"",""name"":""Tim Erickson"",""id"":18252948,""id_str"":""18252948"",""indices"":[48,53]}],""urls"":[{""url"":""https://t.co/LwgrFR4rqk"",""expanded_url"":""https://bestcase.wordpress.com/2017/02/21/smelling-like-data-science/"",""display_url"":""bestcase.wordpress.com/2017/02/21/sme…"",""indices"":[54,77]}]}"
837810674185224192,alevergara78,RT @CODAPdatasci: Smelling Like Data Science by @eeps https://t.co/LwgrFR4rqk #datascience #dsetonline,Fri Mar 03 23:43:25 +0000 2017,03/03/2017 23:43:25,,en,,,104520454,,"<a href=""https://twitter.com/alevergara78"" rel=""nofollow"">realtimeApp_reactjs</a>",http://pbs.twimg.com/profile_images/477167045772312577/3q1ssMVN_normal.jpeg,3574,702,http://twitter.com/alevergara78/statuses/837810674185224192,"{""hashtags"":[{""text"":""datascience"",""indices"":[78,90]},{""text"":""dsetonline"",""indices"":[91,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""CODAPdatasci"",""name"":""CODAP"",""id"":2883298240,""id_str"":""2883298240"",""indices"":[3,16]},{""screen_name"":""eeps"",""name"":""Tim Erickson"",""id"":18252948,""id_str"":""18252948"",""indices"":[48,53]}],""urls"":[{""url"":""https://t.co/LwgrFR4rqk"",""expanded_url"":""https://bestcase.wordpress.com/2017/02/21/smelling-like-data-science/"",""display_url"":""bestcase.wordpress.com/2017/02/21/sme…"",""indices"":[54,77]}]}"
